name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance
Hipotel Voltaire,4e26737bb61ce3fb054ee945,48.857418463668004,2.380771827257945,75011,Paris,"['132 boulevard Voltaire', '75011 Paris', 'France']",Hotel,75011,11,6,ChIJE_T6XcBt5kcRzfED_skj7pI,Hipotel Paris Voltaire Bastille,2.9,211,"132 Boulevard Voltaire, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8572745,2.380496399999999,0.02578365808930716
Mercure,4d997e04942ba0938a949c8c,48.857062407936475,2.3801438436185665,,Paris,"['Rue Royale', 'Paris', 'France']",Hotel,75011,11,0,ChIJYa9hsfdt5kcRcI8d7WN9Z0A,Hotel Mercure Paris Bastille Marais,3.9,252,"53 Rue Richard Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85715359999999,2.3805625,0.03235191887284209
Waytostay,4d41e4eaaed776eb6d566897,48.8556,2.3786,75011,Paris,"['Rue de la Roquette, 11ème La Bastille', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,347.24810775259505
Hi-Matic/Hi-Life,4db9ba914b22a2fe44f8ddf8,48.85371376229978,2.380604851439992,75012,Paris,"['71 rue de Charonne', '75012 Paris', 'France']",Hotel,75011,11,7,ChIJ9QW0TQhy5kcREZd9zerEEUE,Hi Matic Paris,,,"71 Rue de Charonne, 75011 Paris, France","['point_of_interest', 'establishment']",48.85374019999999,2.3805528,0.004820278309344335
Hotel Anya,4ed65bb661afeefb7cae87af,48.85653799466074,2.38149504428516,75011,Paris,"['5 Passage Viallet, 75011 Paris', '75011 Paris', 'France']",Resort,75011,11,1,ChIJCYu9OPZt5kcRbdsqH-zxRwo,Anya Hotel,3.3,48,"5 Passage Viallet, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8565904,2.3815745,0.008243756542400673
Across The Yellow Door,4b9e2830f964a5202cce36e3,48.85771,2.3728,,,['France'],Bed & Breakfast,75011,11,0,ChIJ_cPbnPsPdkgRdv3iOTQsVJk,The Little Yellow Door,4,105,"6-8 All Saints Rd, Notting Hill, London W11 1HH, UK","['bar', 'point_of_interest', 'establishment']",51.5175942,-0.2032991,348.35023535937137
Hôtel Royal Voltaire,4adcda03f964a520b83121e3,48.8571552,2.3808043999999997,75011,Paris,"['53 Rue Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJAzWG0flt5kcRMg1GtW2qBnE,Hôtel Paris Voltaire,4,122,"79 Rue Sedaine, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8583821,2.3777481,0.2625134862939648
Gardette Park Hotel,4f8efccfe4b0476e3b3904ac,48.86095955923589,2.378947593179896,75011,Paris,"['1 rue du Général Blaise', '75011 Paris', 'France']",Hotel,75011,11,16,ChIJh7QmqfBt5kcRahzMO78Has0,Gardette Park Hotel,3.9,181,"1 Rue du Général Blaise, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8609924,2.3788507,0.007992736954009039
Hotel Paris Voltaire,4be1a5038dd062b55b703e3c,48.85838820022297,2.377722609016928,75011,Paris,"['79 rue Sedaine', '75011 Paris', 'France']",Hotel,75011,11,2,ChIJAzWG0flt5kcRMg1GtW2qBnE,Hôtel Paris Voltaire,4,122,"79 Rue Sedaine, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8583821,2.3777481,0.001989721568108637
New Hotel le Voltaire,4c79099cdbaa76b0196f184b,48.85833922331419,2.381647675298494,75011,Paris,"['3, rue Petion', '75011 Paris', 'France']",Hotel,75011,11,10,ChIJ8xmzG7Bt5kcRRT8ceqw4fYU,New Hotel Le Voltaire,4.1,73,"3 Rue Pétion, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.858329,2.3816881,0.00317673597648069
Au Royal Mad,4fec5c1ae4b0d2061707a4f1,48.858165793675525,2.377593409085855,75011,Paris,"['68 rue Sedaine', '75011 Paris', 'France']",Bed & Breakfast,75011,11,16,ChIJA_2Bzflt5kcRi2ufRgozbaA,Au Royal Mad,3.3,322,"68 Rue Sedaine, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8581699,2.3776337,0.002991578844153556
Marie House,4c9b78d480958cfa4ad34bd4,48.859687125,2.3762281125,75011,Paris,"['56 rue du Chemin Vert', '75011 Paris', 'France']",Boarding House,75011,11,0,ChIJnx8P2vJt5kcRwyFAnzQToyo,Marie Denise,4.6,53,"16 Avenue Gambetta, 75020 Paris, France","['cafe', 'food', 'point_of_interest', 'establishment']",48.8632231,2.3893007,1.036668273871158
Hôtel Saint-Ambroise,4fbcc4cbe4b04d6c37d6ec50,48.859553000000005,2.373621,75011,Paris,"[""5 rue de l'Asile Popincourt"", '75011 Paris', 'France']",Boarding House,75011,11,0,ChIJh7QmqfBt5kcRahzMO78Has0,Gardette Park Hotel,3.9,181,"1 Rue du Général Blaise, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8609924,2.3788507,0.4157836257361259
Maison de Oyaji,58643b357d0f6d0aa256f00d,48.862497,2.377816,,,['France'],Vacation Rental,75011,11,1,,,,,,,,,['']
마리하우스 민박,56ba5e5c498edd330a3e47f1,48.859790000000004,2.3763144,,Paris,"['Paris', 'France']",Hostel,75011,11,2,ChIJQWMsmvlt5kcR4H5bhVHn7VU,파리마리하우스,4.6,62,"55 Rue du Chemin Vert, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85969050000001,2.3762098,0.013466465002649211
Garden Hotel,4ba5618bf964a5204e0139e3,48.860973,2.378951,75011,Paris,"['1 rue du Général Blaise', '75011 Paris', 'France']",Hotel,75011,11,2,ChIJKZbTqPBt5kcRPVDZZsl8GqA,Hotelière Garden,,,"1 Rue du Général Blaise, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8610265,2.3788974,0.007131987722971142
Hôtel du Chemin Vert,4fcfa512e4b07997d32c1342,48.861026899873096,2.380589246749878,75011,Paris,"['97 rue du Chemin Vert', '75011 Paris', 'France']",Hotel,75011,11,4,ChIJ0WT2zvBt5kcRRxVZDd8eFoI,Hôtel du Chemin Vert,3.6,161,"97 Rue du Chemin Vert, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8609993,2.3806148,0.003596683551414501
Hôtel Kyriad,4e6a3952aeb7c31e42f4b258,48.86106262,2.380574,75011,Paris,"['97 rue du Chemin Vert', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJ0WT2zvBt5kcRRxVZDd8eFoI,Hôtel du Chemin Vert,3.6,161,"97 Rue du Chemin Vert, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8609993,2.3806148,0.007651590024482769
Jean's Boudoir,4d909429c1b1721ef1575e46,48.85858397,2.3751742899999995,75011,Paris,"['46 rue du Chemin Vert', '75011 Paris', 'France']",Hotel,75011,11,0,,,,,,,,,['']
Hotel Rhétia,501ec600e4b0d64f433d2de8,48.86114836143538,2.3786895760163818,,,['France'],Hotel,75011,11,0,ChIJB5v0qPBt5kcRWMW3H-853IQ,Hotel Rhetia,3.9,7,"3 Rue du Général Blaise, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8611043,2.378825599999999,0.011118678981983127
Hotel Acacia,52500ef511d249ceea35bc5d,48.86100020865115,2.378260314136437,,Paris,"['Paris', 'France']",Hotel,75011,11,0,ChIJG1QoBfpt5kcRs9GdGY3GfIE,Acacia Hotel,3.7,86,"30 bis Avenue Parmentier, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8608803,2.3783627,0.015305322445559008
Hôtel Crowne Plaza,4b98a9f5f964a520a24a35e3,48.867314,2.365528,75011,Paris,"['10 place de la Republique', '75011 Paris', 'France']",Hotel,75011,11,92,ChIJNeGz9Qhu5kcRZqDtykV9vb0,Crowne Plaza Paris - Republique,4,1321,"10 Place de la République, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.867314,2.365528,0.0
1K Hotel,54920877498e165b731f8e2b,48.86399204293927,2.3660648869472687,75003,Paris,"['Paris', '75003 Paris', 'France']",Hotel,75003,3,26,ChIJpRrWogdu5kcRRJp5xP0v4bw,1K Paris,4.1,528,"13 Boulevard du Temple, 75003 Paris, France","['bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8639492,2.3659536,0.00945360594381555
Best Western Saint Martin Bastille,5398d6c6498ebaba34d8021b,48.864521023469756,2.3712307512596453,75011,Paris,"['114 boulevard Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,2,ChIJsdHx5_xt5kcRLblb8va7_B4,Hôtel Saint Martin Bastille,3.8,123,"114 Boulevard Richard-Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86449589999999,2.371104,0.009710367658217886
Hotel Mareuil,4f9ac84ce5e813f557055cb1,48.8660308725437,2.367584639256715,75011,Paris,"['51 rue de Malte', '75011 Paris', 'France']",Hotel,75011,11,11,ChIJezMlAQhu5kcR6Dwnv45Gjic,Boutique Hôtel Mareuil Paris,4.6,163,"51 Rue de Malte, 75011 Paris, France","['city_hall', 'spa', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.86597399999999,2.3675037,0.00867553370663031
Hotel ibis Paris Avenue de la Republique (Hôtel ibis Paris Avenue de la Republique),56194a95498ec9812053ada3,48.86655640882674,2.3678553488287584,75011,Paris,"['14 rue Rampon', '75011 Paris', 'France']",Hotel,75011,11,19,ChIJZ64npuJt5kcRD8eAh7M8QC4,ibis Avenue de la République,4,246,"14 Rue Rampon, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8663192,2.3679693,0.027672418187435956
Albert's Hotel,5cdf251204d1ae002c556dab,48.865933,2.368515,75011,Paris,"['22 Rue du Grand Prieuré', '75011 Paris', 'France']",Hotel,75011,11,1,ChIJtT3xseJt5kcRz-VSn-5e2i4,Albert's Hotel,4,143,"22 Rue du Grand Prieuré, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.866102,2.368424,0.01994467385832662
Le General Hotel,4baa347ef964a52018533ae3,48.86621924841221,2.3669549963358505,75011,Paris,"['5 - 7 rue Rampon', '75011 Paris', 'France']",Hotel,75011,11,27,ChIJoXb-Cwhu5kcRs2ERfMwGbg8,Le General Hotel,4.5,218,"5-7 Rue Rampon, 75011 Paris, France","['bar', 'lodging', 'point_of_interest', 'establishment']",48.866229,2.366867,0.006546521447510965
Mary's Hôtel République,4adcda03f964a520b33121e3,48.8640965900934,2.3687130916463377,75011,Paris,"['15 rue de Malte', '75011 Paris', 'France']",Hotel,75011,11,3,ChIJQT6zbf1t5kcRibUc0YDLVSc,Hotel Mary's République,3.5,407,"15 Rue de Malte, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8640687,2.3685992,0.00891334203842716
Hô Marais Hotel,519f48a6498ed821453cd463,48.86539849767727,2.365419431391002,75003,Paris,"['38 boulevard du Temple', '75003 Paris', 'France']",Hotel,75011,11,9,ChIJSa2Q0Adu5kcRmgyh_iKqh-Y,Hôtel MARAIS HÔme,4.3,243,"38 Boulevard du Temple, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86542499999999,2.3657674,0.025699575526757983
Hotel du Nord et de l'Est Paris,4be1a5638dd062b591703e3c,48.86591007824132,2.367481333190768,75011,Paris,"['49 rue de Malte', '75011 Paris', 'France']",Hotel,75011,11,9,ChIJ3fhbAAhu5kcRQ7E2HuVEaiI,Hotel du Nord et de l'Est,3.5,197,"49 Rue de Malte, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8658819,2.3675588,0.00649020440702265
Hôtel Gabriel,4b1f4b86f964a5204c2524e3,48.86618953407674,2.3683925510363992,75011,Paris,"['25 rue du Grand Prieuré', '75011 Paris', 'France']",Hotel,75011,11,19,ChIJtWV6ruJt5kcRGToi7O8nhso,Hotel Gabriel Paris,4.1,227,"25 Rue du Grand Prieuré, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8660775,2.3682397,0.016762683580164223
Hôtel Alhambra,4d49de3d5241236abf307a04,48.8640048787466,2.368780448245273,75011,Paris,"['13 rue de Malte', '75011 Paris', 'France']",Hotel,75011,11,9,ChIJL4Glbf1t5kcRKX0MxI95B-E,Hôtel Alhambra,3.7,275,"13 Rue de Malte, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86399609999999,2.3687757,0.0010365577687122705
20 Prieure Hotel,4b6d8128f964a520d5782ce3,48.865972911368075,2.3684664661422192,75011,Paris,"['20, rue du grand Prieure', '75011 Paris', 'France']",Hotel,75011,11,15,ChIJa34JsuJt5kcRCqQBMzzuLfQ,Hôtel 20 Prieuré,4.1,179,"20 Rue du Grand Prieuré, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8660182,2.368515599999999,0.006193580927012721
Auberge de jeunesse Paris-Jules Ferry,528374ae11d2e25816d51e79,48.867237879181204,2.368948459625244,75011,Paris,"['8 boulevard Jules Ferry', '75011 Paris', 'France']",Hostel,75011,11,0,ChIJWwwklOJt5kcRGDdwkzfXwYg,Hostel Paris Jules Ferry,3,188,"8 Boulevard Jules Ferry, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.867284,2.369026,0.0076595742537299335
Hotel My Home in Paris,574472f2498e2cd169e90a33,48.863824,2.369068,75011,Paris,"['5 rue de Malte', '75011 Paris', 'France']",Hotel,75011,11,8,ChIJlcSUDP1t5kcR4yWWY6Km2vk,Hotel My Home in Paris,4.2,97,"5 Rue de Malte, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86362079999999,2.3690095,0.02300131030402265
Gabriel Marais Hotel,4e84be4f2fb6611bdfd707ca,48.866139000000004,2.3684925,75011,Paris,"['25 rue du Grand Prieuré', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJtWV6ruJt5kcRGToi7O8nhso,Hotel Gabriel Paris,4.1,227,"25 Rue du Grand Prieuré, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8660775,2.3682397,0.01976815116088825
Studio La Fontaine,50ba6d58e4b02759414cf16a,48.866147,2.371732,,,['France'],Hostel,75011,11,0,ChIJ6bELdql65kcRP7fQqB-xwBw,Salon Naturel Chez So,3.1,42,"17 Rue Jean de la Fontaine, 75016 Paris, France","['hair_care', 'point_of_interest', 'establishment']",48.8516385,2.2738679,7.36012097121865
Hostelling International,50afe296e4b0a2172d698730,48.867132,2.3685490000000002,,Paris,"['Jules Ferri, N8', 'Paris', 'France']",Hostel,75011,11,0,ChIJWwwklOJt5kcRGDdwkzfXwYg,Hostel Paris Jules Ferry,3,188,"8 Boulevard Jules Ferry, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.867284,2.369026,0.038864156408222245
Hôtel de Nevers,4e44479dfa76eeb2dac1b8b9,48.866226285306674,2.3674147094316726,,Paris,"['Paris', 'France']",Hotel,75011,11,1,ChIJp5r9Awhu5kcR3Sw_a8wj5M8,Hôtel de Nevers,3.3,12,"53 Rue de Malte, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8661532,2.3673459,0.00956787283444563
L'Hotel de Mericourt,4cbddbd54c60a093372b59ca,48.864014000000005,2.372007,75011,Paris,"['50 rue de la folie méricourt', '75011 Paris', 'France']",Hostel,75011,11,0,ChIJN0RUk_xt5kcRhU8UaoSgvQU,L'Hôtel des Métallos,4.1,187,"50 Rue de la Folie Méricourt, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8641505,2.3718397,0.019521756370546813
Hotel des Métallos,51b49ea8498edca48e1f16a3,48.864090933484704,2.3719084445496024,,Paris,"['50 Rúe De La Folie Méricourt', 'Paris', 'France']",Hotel,75011,11,11,ChIJN0RUk_xt5kcRhU8UaoSgvQU,L'Hôtel des Métallos,4.1,187,"50 Rue de la Folie Méricourt, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8641505,2.3718397,0.008325894422926241
notre nid d'amour á paris,5a6871cf64c8e1020cea553b,48.86594,2.367483,75011,Paris,"['75011 Paris', 'France']",Hotel,75011,11,0,ChIJE5VRbnpy5kcR-91NUrSsveo,Love Nest Paris,3.5,32,"19 Cours de Vincennes, 75020 Paris, France","['home_goods_store', 'store', 'point_of_interest', 'establishment']",48.8483374,2.400824499999999,3.133355233286982
Hôtel Plessis,4adcda02f964a5209f3121e3,48.86614307968338,2.3684544657245667,75011,Paris,"['25 Rue du Grand Prieuré', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJmdeC4PR55kcRWUju3vJkUXU,Plessis Parc Hôtel,4,222,"10 Avenue Paul Langevin, 92350 Le Plessis-Robinson, France","['lodging', 'point_of_interest', 'establishment']",48.7790734,2.2520535,12.91564333576032
Hôtel Printania,4de244d5d22d2a4ecdc11a8c,48.86455225733518,2.3667666965234986,75011,Paris,"['16 boulevard du Temple', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJ-4mBlQdu5kcRWhUSrHvn5rk,Hôtel Printania,4,117,"16 Boulevard du Temple, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8644334,2.3663387,0.034070577958473916
Hôtel Américain,4bd70b88304fce72c21433ab,48.86477354053942,2.3648111935198264,75003,Paris,"['72 rue Charlot', '75003 Paris', 'France']",Hotel,75003,3,1,ChIJo9sXNQZu5kcRVwtWH78UxhE,Hôtel Americain,3.7,109,"72 Rue Charlot, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.864742,2.364935,0.00973731885828341
Grand Hotel De L'Avenue,4df271f2e4cda09e6d9f727f,48.86655209550007,2.36784667047403,,Paris,"['Paris', 'France']",Hotel,75011,11,2,ChIJZ64npuJt5kcRD8eAh7M8QC4,ibis Avenue de la République,4,246,"14 Rue Rampon, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8663192,2.3679693,0.027417830655445022
Mary S Hotel,4e84bdff2fb6611bdfd70578,48.86410085902561,2.3683024949913616,75011,Paris,"['15, rue de Malte', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJQT6zbf1t5kcRibUc0YDLVSc,Hotel Mary's République,3.5,407,"15 Rue de Malte, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8640687,2.3685992,0.022061254226291523
Hotel Aquarelle,4d6269bcd7206ea850b80af2,48.865377,2.3654359,,,['France'],Hotel,75011,11,0,ChIJSa2Q0Adu5kcRmgyh_iKqh-Y,Hôtel MARAIS HÔme,4.3,243,"38 Boulevard du Temple, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86542499999999,2.3657674,0.024900619580773182
street hotel,536e400c498e8fb6a6a57cef,48.863953050591384,2.3659580079774267,,,['France'],Resort,75003,3,0,ChIJK-BOgGoXckgRRLC915KL9gY,Wessex Hotel,3.7,168,"15 High St, Street BA16 0EF, UK","['lodging', 'point_of_interest', 'establishment']",51.1295728,-2.7356563,444.0302806385235
Le Grand Hotel Republique,4d3e02a2d2c8f04dc41f6f72,48.86417689475481,2.3676270051392314,,Paris,"['Paris', 'France']",Motel,75011,11,0,ChIJZ64npuJt5kcRD8eAh7M8QC4,ibis Avenue de la République,4,246,"14 Rue Rampon, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8663192,2.3679693,0.23955962962876196
Hotel Mondia,4caff4831463a143963299a9,48.866339,2.368357,,,['France'],Hotel,75011,11,0,ChIJYYz2cj5u5kcRlGoJhAKxTf0,Hôtel Mondial,3.5,322,"5 Cité Bergère, 75009 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8719638,2.344279900000001,1.8738606100632829
Waytostay,4d41e55eaed776eb22696897,48.86392,2.3659,75003,Paris,"['Rue de Turenne, 03ème Marais', '75003 Paris', 'France']",Hotel,75003,3,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,345.9734004853706
Room With A View,51ea7207498e942ea72ea6ee,48.867779,2.3701950000000003,,Paris,"['Rue de la Pierre Levée', 'Paris', 'France']",Bed & Breakfast,75011,11,0,ChIJzTOsrOzA2UcRT9M2cc14__Q,Rooms With A View,4.5,2,"5 St Nicholas St, Diss IP22 4LB, UK","['home_goods_store', 'general_contractor', 'store', 'point_of_interest', 'establishment']",52.3774066,1.1081872,400.4813109362274
Connect Hotel,517f6de4498eedb4ca714694,48.86623001098633,2.367151498794556,,,['France'],Hotel,75011,11,0,ChIJ0Wj4hCFu5kcRQ67Hb2M6b9Q,L'Empire Paris,4.2,270,"48 Rue de l'Arbre Sec, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8607563,2.3425669,1.9037503390077501
Hotel Meteore,5515ded8498ea477174fe64e,48.86307081521089,2.364575052726689,75003,Paris,"['115 Rue De Turenne (Filles Du Calvaire)', '75003 Paris', 'France']",Hotel,75003,3,0,ChIJ_Vn9_QZu5kcRqdZKj4yt-vI,Hotel Meteore,2.1,39,"115 Rue de Turenne, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86306500000001,2.3645519,0.0018176954258938643
Hôtel Voltaire Republique,4adcda02f964a5209d3121e3,48.86583125629386,2.3666324784390547,75011,Paris,"['10 boulevard Voltaire', '75011 Paris', 'France']",Hotel,75011,11,1,ChIJ5xev4Qdu5kcRTc1ncQloiuM,Hôtel Voltaire République,2.6,281,"10 Boulevard Voltaire, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8656971,2.3665336,0.016589422809582904
Hôtel Angely,4f2bc3c1e4b03d6f9263bda7,48.8661506546957,2.368514714195424,75011,Paris,"['22 rue du Grand-Prieuré', '75011 Paris', 'France']",Hotel,75011,11,10,ChIJtT3xseJt5kcRz-VSn-5e2i4,Albert's Hotel,4,143,"22 Rue du Grand Prieuré, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.866102,2.368424,0.008577399623643046
Général Hôtel,4adcda03f964a520d43121e3,48.866356168458346,2.3669085508722763,75011,Paris,"['5-7 rue Rampon', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJoXb-Cwhu5kcRs2ERfMwGbg8,Le General Hotel,4.5,218,"5-7 Rue Rampon, 75011 Paris, France","['bar', 'lodging', 'point_of_interest', 'establishment']",48.866229,2.366867,0.014466878599418531
Cosmos Hôtel,4d36bb414d8a6dcbf839633f,48.866509618142636,2.372555537490596,75011,Paris,"['35 rue Jean-Pierre Timbaud', '75011 Paris', 'France']",Bed & Breakfast,75011,11,6,ChIJ11X9ReNt5kcR2iq1_dv3Das,Cosmos Hôtel,4.3,136,"35 Rue Jean-Pierre Timbaud, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.866494,2.3725784,0.0024145749184472307
Le Studio Normandie,4dfbf3abc65b31579b2ccb2a,48.863933,2.364131,,Paris,"['14 Rue de Normandie', 'Paris', 'France']",Bed & Breakfast,75003,3,0,ChIJC70eqnGL4EcRKVHncT9opA4,STUDIO NORMANDIE,4.5,18,"3 Place Général de Gaulle, 76560 Doudeville, France","['point_of_interest', 'establishment']",49.7216461,0.7849778000000001,149.30829021046796
